,y_test,y_pred
139,85.90963141749181,81.0
140,76.53922514883659,68.0
141,63.5832641520561,60.0
142,55.838816987414205,71.0
143,60.41209201457522,68.0
144,72.63647617349125,65.0
145,38.24031610434157,41.0
146,39.61669675150594,38.0
147,41.871558475884534,48.0
148,69.38527861876312,71.0
149,91.55704846039518,97.0
150,49.502552573995516,58.0
151,67.72369648844408,69.0
152,93.43567728098202,88.0
153,74.6971796085663,70.0
154,67.53090403051085,64.0
155,83.89993327049945,86.0
156,51.50015385278807,53.0
157,50.44940161497365,52.0
158,48.89403711380362,53.0
159,55.01428018445684,59.0
160,84.96813410457482,81.0
161,46.99066214490579,40.0
162,48.37751319465986,53.0
163,92.15769321405693,97.0
164,51.41477350717205,65.0
165,68.83258579998619,71.0
166,65.65361821855346,67.0
167,70.3357312779196,81.0
168,63.767901761658905,66.0
169,66.3784576365726,68.0
170,51.76010838235654,54.0
171,58.34770122248641,57.0
172,25.470919782588858,22.0
173,53.68687368363568,56.0
174,78.28486270772007,83.0
175,79.52539213420813,68.0
176,65.1476263936564,73.0
177,48.24520517880628,50.0
178,91.91019860752013,93.0
179,79.8903053791832,88.0
180,64.53638002318746,76.0
181,75.68226062808614,77.0
182,65.13126985192494,72.0
183,70.99093875710756,71.0
184,69.96417911373763,67.0
185,73.26933632468022,72.0
186,87.95515982812768,96.0
187,90.41998497544037,100.0
188,69.86522487116395,62.0
189,46.64522253173463,59.0
190,53.83938962175799,58.0
191,63.32522196478055,64.0
192,49.08355651277849,50.0
193,73.9312488968309,71.0
194,59.941838888229015,58.0
195,64.98606519080708,63.0
196,72.98034371166118,74.0
197,81.64059224665466,84.0
198,62.433377664468644,65.0
199,69.23303820749462,62.0
200,78.75784392965069,77.0
201,74.19547811380356,74.0
202,59.295185091240555,62.0
203,86.58878138617548,91.0
204,72.59603252685301,61.0
205,46.021582110063626,35.0
206,74.63483621983778,72.0
207,78.93731018820277,74.0
208,69.26380338848858,66.0
209,64.89583551274329,72.0
210,49.21800064236753,51.0
211,93.29678285707948,94.0
212,54.11224205385207,50.0
213,64.29561669676227,59.0
214,37.22516745334494,32.0
215,67.26716412963792,55.0
216,75.59365165666219,61.0
217,70.6817526762866,62.0
218,59.116839260397434,55.0
219,69.21555552903463,65.0
220,76.40098098146815,75.0
221,77.13126498006226,68.0
222,63.16016001554927,72.0
223,71.85904570301192,63.0
224,67.39799426398893,65.0
225,78.26391098161236,78.0
226,88.97249078898957,84.0
227,64.14186670410444,69.0
228,44.764023746040635,46.0
229,55.90587536173791,62.0
230,36.127561782426014,36.0
231,58.04336180550749,53.0
232,49.82062124137681,58.0
233,45.332777891263476,42.0
234,55.68023977060804,62.0
235,66.84807390755053,62.0
236,67.37005925318297,67.0
237,66.60661738996684,77.0
238,71.78374198334026,71.0
239,57.421249874078555,46.0
240,67.66538970151154,66.0
241,47.828559995866314,49.0
242,72.74083494724654,67.0
243,63.90189993026646,59.0
244,70.03665703879194,65.0
245,71.34374343070908,71.0
246,66.08311552811224,63.0
247,84.17952758858121,90.0
248,62.175901822891895,55.0
249,76.37099219767337,79.0
